,Unnamed: 0,PET,literal translation,euphemistic meanings,category,label,text,source,contains_boundary_tokens,euph_status
2084,2084,Nkan omo okunrin,the thing of a man,penis,Bodily Functions/Parts,1,Ọjọgbọn naa ni dokita to kọṣẹmọṣẹ gbọdọ tete dẹkun diduro tangi [PET_BOUNDARY]nnkan ọmọkunrin[PET_BOUNDARY] bẹẹ.,https://www.bbc.com/yoruba/articles/cw0d67590l3o,1,always_euph
173,173,iho,hole,vagina,Bodily Functions/Parts,1,"""O sọ fun mi pe oun ṣe nkan naa nitori pe oun ko ri nkan ṣe, ati pe oun fẹran lati ma a ki nkan ọmọkunrin oun si in [PET_BOUNDARY]iho[PET_BOUNDARY] ho kekeeke.",,1,sometimes_euph
640,640,olóògbé,a doser,death,Death,1,Olugbenga Owolabi: Àbúrò [PET_BOUNDARY]olóògbé[PET_BOUNDARY] é ní wọ́n gbé òkú náà bíi ẹ̀rí pé wọn ń pa Yorùbé láìtọ́,https://www.bbc.com/yoruba/articles/cy038j4854zo,1,always_euph
89,89,epo,thing of the month,menstruation,Bodily Functions/Parts,0,Ó fi kun pé ìjọba mọ̀ wí pé owó tí wọ́n fi ń gba ọkọ̀ tí wọ́n fi ń [PET_BOUNDARY]epo[PET_BOUNDARY] epo bẹntiróòlù lọ sí ibi tí wọn yóò ti máa tàwọ́n ti gbé owó lórí si ju ti àtẹ̀yìnwá lọ síbẹ̀ àwọn ti ní àjọsọ pẹ̀lú àwọn alágbàtà náà lórí ọ̀nà tí wọ́n yóò gbà láti yanjú rẹ̀.,https://www.bbc.com/yoruba/articles/c72wkdw1n0mo,1,sometimes_euph
60,60,nǹkan oṣù,thing of the month,menstruation,Bodily Functions/Parts,1,"Ohun miran ni pe ti o ba n ṣe [PET_BOUNDARY]n[PET_BOUNDARY] ǹkan oṣù[PET_BOUNDARY] [PET_BOUNDARY] , ti o ba jẹ nkan to ni ṣuga daadaa, [PET_BOUNDARY] [PET_BOUNDARY]nkan oṣu[PET_BOUNDARY] [PET_BOUNDARY] rẹ yoo pọ.",bbc,1,always_euph
996,996,bá sùn,sleep with,sex,Sexual Activity,1,"Ọwọ Ileeṣẹ ọlọpaa ipinlẹ Ogun ti tẹ ọkunrin kan, Taofeek Sulaiman, ẹni ogoji ọdun lẹyin to fipa [PET_BOUNDARY]ba[PET_BOUNDARY] ọmọ iyawo rẹ, ọmọ ọdun mẹtala [PET_BOUNDARY] sun [PET_BOUNDARY] .",https://www.bbc.com/yoruba/articles/cxx0ld23141o,1,sometimes_euph
898,898,dakẹ́,is quiet,death,Death,1,Oba [PET_BOUNDARY]dakẹ́[PET_BOUNDARY],“A” Vocabulary of the Yoruba Language By Samuel Ajayi Crowther,1,sometimes_euph
2405,2405,Ere,play,sex,Sexual Activity,1,Je ka s [PET_BOUNDARY]Ere[PET_BOUNDARY] ife lale yi,facebook.com,1,sometimes_euph
520,520,Ojù ara,the eye of the body of a woman,vagina,Bodily Functions/Parts,1,Bi Elizabeth ṣe mọ pe oun ni [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] meji,https://www.bbc.com/yoruba/60845187,1,sometimes_euph
1816,1816,Ru igi oyin,carried the honey tree,Euphemisms used for one who is in trouble,Social,1,Iléeṣẹ́ ìròyìn Chris Oyakhilome [PET_BOUNDARY]rugi oyin[PET_BOUNDARY] lórí ọ̀rọ̀ 5G,https://www.facebook.com/bbcnewsyoruba/posts/3128915027165183/,1,always_euph
1819,1819,Ru igi oyin,carried the honey tree,Euphemisms used for one who is in trouble,Social,1,Emefiele [PET_BOUNDARY]Ru igi oyin[PET_BOUNDARY] 😆 😆 😆,https://www.facebook.com/search/top?q=ru%20igi%20oyin,1,always_euph
1085,1085,do,punch or touch,sex,Sexual Activity,1,je kama [PET_BOUNDARY]do[PET_BOUNDARY] rawa..,https://www.nairaland.com/1172328/yorubas-please-me-translate-these/3,1,sometimes_euph
2327,2327,Je,eat,sex,Sexual Activity,1,Tumilaso ko [PET_BOUNDARY]Je[PET_BOUNDARY] mi nijekuje,facebook.com,1,sometimes_euph
1087,1087,do,punch or touch,sex,Sexual Activity,1,"Eni [PET_BOUNDARY]do[PET_BOUNDARY] bo lekan to gen lese, o ti lowo asewo lowo ni",Postproverbial Constructions and Selected Sex-Related Yoruba Proverbs/ Proverbial Expressions,1,sometimes_euph
1021,1021,mọ́,to know,sex,Sexual Activity,0,Basira [PET_BOUNDARY]mọ́[PET_BOUNDARY] mi dele,,1,sometimes_euph
949,949,jẹ́ Ọlọ́run nípè,yield to God's call,death,Death,1,"Baba osere, Mercy Aigbe [PET_BOUNDARY]je olorun ni ipe[PET_BOUNDARY]",,1,always_euph
2479,2479,Erin wo,the elephant has fallen,death,Death,1,[PET_BOUNDARY]Erin wo[PET_BOUNDARY] ! Akinwunmi Ishola rọrun,https://www.bbc.com/yoruba/,1,always_euph
1132,1132,ìbálòpọ̀,relate with,sex,Sexual Activity,1,Awọn itọkasi si awọn orisun agbegbe pẹlu idanwo STI ati alaye lori ilera [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY],https://www.umflint.edu/yo/cgs/resources/,1,sometimes_euph
259,259,arákùnrin,your brother/a man,penis,Bodily Functions/Parts,0,"ALAROYE gbọ pe l’Ọjọbọ, Tọsidee, ọjọ kẹtalelogun, ọṣẹ to kọja yii, ni ọwọ tẹ ọkunrin naa pẹlu ọpọlọpọ igbo lagbegbe Adewọle, nijọba ibilẹ Iwọ-Oorun Ilọrin (West) Ilọrin, ipinlẹ Kwara, ti ko si ri alaye kankan ṣe fun ajọ naa nipa bi igbo naa ṣe jẹ, to si ti n ṣẹju pẹu ni galagala EFCC bayii. Bakan naa ni [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] u arakunrin kan Butven Siman, ẹni ọdun mejilelọgọta, labule Timbol, ni Guusu Lang village tang, nipinlẹ Plateau, fẹsun gbigbe egboogi oloro",https://alaroye.org/efcc-ti-mu-shuaib-opolopo-igbo-ni-won-ba-lowo-e-nilorin/,1,sometimes_euph
970,970,jáde láyé,left the earth,death,Death,1,"Ko si eyi ti o so pe ojise mimo ni omobirin mejila tabi omokunrin mokanla, Baba Anabi ku saaju ki ato bi Anabi, iya re s [PET_BOUNDARY]jáde láyé[PET_BOUNDARY] ye pelu nigba ti Anabi di omodun mefa (6).",http://www.anti-el7ad.com/site/play-13182.html,1,always_euph
2152,2152,Abe,under,vagina,Bodily Functions/Parts,1,Mo feran ki OBINRIN nirun l [PET_BOUNDARY]Abe[PET_BOUNDARY],facebook.com,1,sometimes_euph
1013,1013,fọ́,break,sex,Sexual Activity,1,bobo yen [PET_BOUNDARY]fọ́[PET_BOUNDARY] mi nigba ti a ba ra wa sun lale ana,,1,sometimes_euph
602,602,pa ipò dá,changed position,death,Death,1,ACF Gbóríyìn Fún Olúbádàn Tí Ó [PET_BOUNDARY]Papò Dà[PET_BOUNDARY],https://yoruba.von.gov.ng/2022/01/03/acf-gboriyin-fun-olubadan-ti-o-papo-da/,1,sometimes_euph
1429,1429,alaarun opolo,sickness of the head,insanity,Physical/Mental Attributes,1,Kayefi nla lo je nigba ti arákùnrin [PET_BOUNDARY]alarun opolo[PET_BOUNDARY]  kan gun Oba ilu Odo Oro ni ipinle Ekiti pa,https://alaroye.org/owo-te-gboyega-obinrin-alarun-opolo-lo-fipa-ba-lo-po-ninu-oko-lore/,1,always_euph
1113,1113,do,punch or touch,sex,Sexual Activity,0,Won ka ori oku mejidinlogun mo Adelani lowo ni A [PET_BOUNDARY]do[PET_BOUNDARY] -O do,http://www.alaroyeonline.com/searchi.php,1,sometimes_euph
2,2,Àlejò,guest,menstruation,Bodily Functions/Parts,1,obinrin ti ko ri [PET_BOUNDARY]Àlejò[PET_BOUNDARY] re mo,facebook,1,sometimes_euph
678,678,erin wo,the elephant has fallen,death,Death,1,"[PET_BOUNDARY]erin wo[PET_BOUNDARY] ! Ṣoun ilẹ Ogbomọṣọ ti waja. Niṣe ni gbogbo ilu Ogbomọsọ dakẹ rọrọ, ti awọn araalu to ti gbọ nipa iku Ṣoun Ogbomọsọ, Ọba Ọladunni Oyewumi, Ajagungbade Kẹta, si n daro iku gbajumọ ọba naa.",https://alaroye.org/erin-wo-%e1%b9%a3oun-ile-ogbomo%e1%b9%a3o-ti-waja/,1,sometimes_euph
153,153,nkan omo okunrin,the thing of a man,penis,Bodily Functions/Parts,1,"O le ni ọsẹ meji ti agada-godo fi wa ni ara [PET_BOUNDARY]nkan ọmọkunrin[PET_BOUNDARY] rẹ, nitori pe o sọ kọkọrọ nu",,1,always_euph
1327,1327,ere,play,sex,Sexual Activity,0,"IEEE to duro lede Geesi fun Institute of Electrical and Electronics Engineers (""Afidimule awon Onimose-ero Onitanna ati Ero-aloitanna"") je agbajo alagbase aije [PET_BOUNDARY]ere[PET_BOUNDARY] ere kariaye fun ilosiwaju onaimuse to je mo itanna.",http://yo.wikipedia.org/wiki/Afidimule awon Onimose-ero Onitanna ati Ero-aloitanna,1,sometimes_euph
1696,1696,ọmọ òrukàn,orphan,polite usage of orphan,Social,1,"Ijọba ipinlẹ Eko ti gboṣuba sadankata fun gbajugbaja akọrin taka-sufee ọmọ Yoruba nni, David Adeleke, tawọn eeyan mọ si Davido, latari ipinnu rẹ pe oun maa pin miliọnu lọna igba ataabọ (N250 million) kaakiri awọn ibudo itọju awọn ọmọ alailobii [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY] mọ orukan lorileede yii. Atẹjade kan lati ọfiisi Igbakeji gomina ipinlẹ Eko, Dokita Ọbafẹmi Hamzat, eyi to fi lede lọjọ Abamẹta, Satide yii, gboriyin fun akọrin naa, wọn ni iwa ọmọluabi ati ẹlẹyinju-aanu ni igbesẹ to pinnu rẹ ọhun, yoo si ṣanfaani gidi fawọn ti nnkan ku diẹ kaato fun lawujọ.",https://alaroye.org/tori-owo-nla-to-fee-fi-ta-awon-omo-orukan-lore-ijoba-eko-gbo%e1%b9%a3uba-fun-davido/,1,always_euph
1308,1308,ere,play,sex,Sexual Activity,0,Basorun Gaa ni [PET_BOUNDARY]ere[PET_BOUNDARY] ori itage ti Adebayo Faleti ko.,http://yo.wikipedia.org/wiki/Basorun Gaa,1,sometimes_euph
272,272,ilé ọmọ obìnrin,the house of the woman,womb,Bodily Functions/Parts,1,Àwọn dókítà gbé ọ̀bẹ jádé nínú [PET_BOUNDARY][PET_BOUNDARY] ilé ọmọ[PET_BOUNDARY] [PET_BOUNDARY] obìnrin [PET_BOUNDARY] [PET_BOUNDARY] n kan lẹ́yìn ọdún 11 tó ṣiṣẹ́ abẹ,https://www.bbc.com/yoruba/articles/c10eg6m33qdo,1,always_euph
1076,1076,do,punch or touch,sex,Sexual Activity,1,Di [PET_BOUNDARY]do[PET_BOUNDARY] ni obo eje ka do obo dada,https://www.facebook.com/search/posts/?q=do%20obo%20dada,1,sometimes_euph
411,411,àyà or igbaya,chest,breast,Bodily Functions/Parts,1,"Obinrin kan Fe wonu motor,owa fe subu,loba sare gbami mu,eje mope Abe loti sesi gbami mu,mowa fa ibeji [PET_BOUNDARY]aya[PET_BOUNDARY] re,loba si fo eti mi",https://www.facebook.com/search/top?q=oju%20abe%20obinrin,1,sometimes_euph
834,834,se alaisi,is no more,death,Death,1,Omo odun melo ni won nigbati nwon [PET_BOUNDARY]se[PET_BOUNDARY] alaisi [PET_BOUNDARY] [PET_BOUNDARY] ?,https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/GetPdf.cgi?id=phd003596.1,1,sometimes_euph
814,814,teri gba aso,bury the head in a cloth,death,Death,1,Ìròyìn ní kábíèsí [PET_BOUNDARY]tẹ́rígbaṣọ[PET_BOUNDARY] lẹ́yìn àìsàn ráńpẹ́ 😌😌,https://www.facebook.com/story.php?story_fbid=4121327834590559&id=1296222730434431&paipv=0&eav=Afbc3UbMeMBy7tgF7mVb3dfxlCez8HSBwq6eBMYz-rn0bUTFeaHoSwMgcYICS02y0Go&_rdr,1,always_euph
217,217,arákùnrin,your brother/a man,penis,Bodily Functions/Parts,1,Kini mo le lo ki [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] mi ba le tobi?,,1,sometimes_euph
304,304,oju abe,the eye beneath,vagina,Bodily Functions/Parts,1,"Sibẹ sibẹ lori iru ọr bayii, ani lati fii lẹ bẹẹ ki alejo wa sọ [PET_BOUNDARY]oju abe[PET_BOUNDARY] ẹ niko nipa awọn ọrọ kọọkan ti ko ṣee tẹnu bọlẹ sọ nipa ibalopọ.",https://www.bbc.com/yoruba/afrika-53626949,1,always_euph
1173,1173,ìbálòpọ̀,relate with,sex,Sexual Activity,0,"Pupo ninu awon oro ti o jeyo ninu Ede Swahili,lo ní orisun ninu Ede Larubawa, nitori [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] o ti o waye laarin awon Eya Bantu, ati awon Onisowo Larubawa, ti o wa ni eti bebe Sánji (Zanj) ati pásíà (Iran) ni Ila orun Afrika, ni bi odun Ogorun mejila sehin.",http://yo.wikipedia.org/wiki/Èdè Swàhílì,1,sometimes_euph
1937,1937,Àkàrà tu sépo,bean cake scattered in hot palm oil,the secret has leaked,Social,1,[PET_BOUNDARY]AKARA TU S'EPO[PET_BOUNDARY]: A FI IGBATI ASIRI ADEGUNWA PADA TU SITA LATI ẸNU BABA PUPA ALIAS MR SYNDICATE.,facebook.com,1,sometimes_euph
1134,1134,ìbálòpọ̀,relate with,sex,Sexual Activity,1,Igbesẹ yii lo n waye lẹyin ti ile-ẹjọ kan ni Maradi da awọn ọdọbinrin meji lare fun awọn ẹsun to jọmọ [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] laarin obinrin si obinrin nitori ko si ofin ti o han gbangba to gbogun ti ibalopọ laarin eya ara kan naa.,https://www.bbc.com/yoruba/articles/czr4w7379y0o,1,sometimes_euph
1655,1655,alafowora,one whose hands makes things disappear (thief),a thief,Social,1,"Ẹgbẹyẹmi tun ṣalaye pe meji ninu awọn afurasi ọdaran naa, Nurudeen Suraj ati Anifowoṣe Kọlawọle ti ko sakolo ọlọpaa ri, ti wọn si sọ wọn sahaamọ fun ẹsun [PET_BOUNDARY]afọwọra[PET_BOUNDARY]. Teṣan Agboju ni wọn fi wọn si nigba naa ki wọn too rẹni gba beeli wọn. O lawọn ti kilọ fun wọn lati jawọ ninu iṣẹẹbi, wọn si ṣeleri pe awọn o ni i ṣe bẹẹ mọ, ṣugbọn ọwọ palaba wọn tun ṣegi.",https://alaroye.org/effc-gbe-okorocha-lo-si-kootu-gomina-tele-naa-loun-ko-jebi/,1,always_euph
360,360,abẹ,beneath,vagina,Bodily Functions/Parts,0,"Aisan-okan kolu Kate pelu oyun osu meje ninu, milionu mewaa lo nilo fun ise [PET_BOUNDARY]abẹ[PET_BOUNDARY] be",http://www.alaroyeonline.com/searchi.php,1,sometimes_euph
2576,2576,Papoda,changed position,death,Death,1,"Nigba ti yoo fi di inu oṣu kejila ọdun 2018, iroyin mii tun jade [PET_BOUNDARY]Papoda[PET_BOUNDARY] papoda rẹ, ṣugbọn ko si ootọ kankan nibẹ.",https://www.bbc.com/yoruba/,1,always_euph
194,194,iho,hole,vagina,Bodily Functions/Parts,0,Awọn onimọ naa sọ pe [PET_BOUNDARY]iho[PET_BOUNDARY] ọhun wa nitosi ibi ti Bibeli sọ pe iyawo Lọọti di ọ̀wọ́n iyọ̀ si.,https://www.bbc.com/yoruba/agbaye-47740724,1,sometimes_euph
2241,2241,Ajosepo,relate with,sex,Sexual Activity,1,Ejo o gbogbo ile kini olefa kin ara makan yan ti eyan ban ni [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] lowo ati ki ori omu makan eniyan OSI ni oyun,facebook.com,1,sometimes_euph
1500,1500,àgbà,elder,Elders of the Night,Spirituality,1,"Eyin [PET_BOUNDARY]àgbà[PET_BOUNDARY] mo be yin o, mi o shako",,1,sometimes_euph
847,847,ta téru ní ìpá,kick the bucket,death,Death,1,Ope o: Awon adigunjale meta [PET_BOUNDARY]ta teru nipa[PET_BOUNDARY] l'ogun,https://www.awikonko.com.ng/2018/09/ope-o-awon-adigunjale-meta-ta-teru-nipa.html,1,always_euph
1466,1466,onisekuse,one who does inappropriate things,prostitute,Sexual Activity,1,[PET_BOUNDARY]onisekuse[PET_BOUNDARY] ni obinrin yen,https://usir.salford.ac.uk/id/eprint/63910/1/Yoruba%20Opera%20A%20practice-based%20research%20enquiry%20into%20the%20idea%20of%20vocal%20composition%20in%20a%20non-European%20cultural%20framework%20PhD%20in%20Music%20Composition%20By%20Reverend%20OYEWALE%20Ayoade%20Olusegun.pdf,1,always_euph
906,906,dakẹ́,is quiet,death,Death,0,Jamaa Ahmadiyya [PET_BOUNDARY]dakẹ́[PET_BOUNDARY] roro lori awon isele to nsele le hin Mubahila yi.,http://www.anti-el7ad.com/site/print.php?id=13190,1,sometimes_euph
1407,1407,ìṣekúṣe,inappropriate actions,sex,Sexual Activity,1,Ǹjẹ́ Bíbélì dẹ́bi fún wíwo ohun tó ń mú ọkàn fà [PET_BOUNDARY]ìṣekúṣe[PET_BOUNDARY] úṣe?,https://www.jw.org/yo,1,sometimes_euph
292,292,ilé ọmọ obìnrin,the house of the woman,womb,Bodily Functions/Parts,1,Iwadi ti fidi rẹ mulẹ pe awọn [PET_BOUNDARY]obinrin[PET_BOUNDARY] to kundun lati ma lo ọṣẹ iṣerun onikẹmika wa ninu ewu lati ni aisan jẹjẹrẹ [PET_BOUNDARY] ile ọmọ [PET_BOUNDARY].,https://www.bbc.com/yoruba/articles/cp4z4ryqrr9o,1,always_euph
1069,1069,do,punch or touch,sex,Sexual Activity,1,OBO WUMI [PET_BOUNDARY]do[PET_BOUNDARY] LARO YII,https://www.facebook.com/groups/152142266886958,1,sometimes_euph
818,818,teri gba aso,bury the head in a cloth,death,Death,1,"Ni kete ti Alaafin ilu ọyọ, Ọba Lamidi Adeyemi [PET_BOUNDARY]tẹri gbaṣọ[PET_BOUNDARY] ni ọpọlọpọ ti sọ pẹ oye Aarẹ Baasofin ti ilẹ Yoruba ti Alaafin fẹ fi da Abẹnugan ile igbimọ aṣojuṣofin orilẹ ede Naijiria, Femi Gbajabiamila lọla ni o ṣe ṣeeṣe ki o ma waye mọ.",https://www.bbc.com/yoruba/afrika-61384829,1,always_euph
1664,1664,tura,get relieved,fart,Bodily Functions/Parts,1,"Eniyan kan sa n [PET_BOUNDARY]tura[PET_BOUNDARY] nibi ta wa, ko de da. O ye ki eni naa bo sita lo so",,1,sometimes_euph
1874,1874,olorire omo,successful child,insult,Social,0,"[PET_BOUNDARY]olorire omo[PET_BOUNDARY] ma ni omo Busayo, se lo se dada ni eko e",a pragmatic analysis of selected yoruba euphemisms,1,sometimes_euph
2292,2292,Mu,drink,sex,Sexual Activity,1,"Wa sile mi, mo fe ki o [PET_BOUNDARY]Mu[PET_BOUNDARY] u omu mi",Iyanu,1,sometimes_euph
607,607,pa ipò dá,changed position,death,Death,1,"Ọpọ ikanni ayelujara lo kun fọfọ fun oniruuru ọrọ, orin, ẹfẹ, aworan ati fidio ti wọn fi n sọrọ nipa oloogbe ọhun, bẹẹ si lawọn eeyan pataki pataki lagbo oṣelu, iṣowo, tiata atawọn olorin ilẹ wa naa ko gbẹyin, gbogbo wọn ni wọn n ṣedaro Mama agba Elizabeth to PET_BOUNDARY] papoda [PET_BOUNDARY]lẹni ọdun mẹrindinlọgọrun-un.",https://alaroye.org/nitori-obabinrin-elizabeth-awon-aye-n-bu-tope-alabi/,1,sometimes_euph
1899,1899,onibisi,one who will have more babies,used to address the barren,Physical/Mental Attributes,1,"Awon [PET_BOUNDARY]onibisi[PET_BOUNDARY] kogbodo kanra mon oko won tobafe iyawo lewon, ki awon naledi olomon",https://www.facebook.com/groups/254496028077791/permalink/1947647918762585/?paipv=0&eav=AfbJcbACu90pO1RogOQFgmp7GrXGcSlGXlH8wHrjarlJ0Wyq7HKhEd_Sg4J9WGX-fY4&_rdr,1,always_euph
1484,1484,Akọ aja,male dog,prostitute,Sexual Activity,0,"Awọn ọmọ orilẹ-ede South Africa ti ke si ijọba ilẹ naa bayii pe ko fofin de sinsin [PET_BOUNDARY]Akọ aja[PET_BOUNDARY] pit bull ninu ile nitori ewu to wa ninu aja naa. Ẹbẹ yii lo n waye lẹyin ti aja pit bull kan ṣekupa ọmọ ọdun mẹjọ lagbegbe Vista Park, ni Bloemfontein.",,1,sometimes_euph
621,621,pa ipò dá,changed position,death,Death,1,"ADÉBÁYỌ̀ FÁLÉTÍ [PET_BOUNDARY]pa ipò dá[PET_BOUNDARY] à ní University College Hospital, Ìbàdàn ní oṣù Agẹmọ, ọdún 2017.",https://twitter.com/OjogbonYoruba/status/1236666203910868993,1,sometimes_euph
1434,1434,alaarun opolo,sickness of the head,insanity,Physical/Mental Attributes,1,"Onimo isegun itoju [PET_BOUNDARY]arun opolo[PET_BOUNDARY] , Dokita Yinka Adefolarin salaye wipe isoro atije atimu ti wopo lawujo ati isoro ajakale arun Covid-19 to n ja ranin ranin lagbaye ti so opo eeyan di akurete.",https://orisun.tv/emo-re-o-awon-alarun-opolo-fon-si-ta/,1,always_euph
235,235,arákùnrin,your brother/a man,penis,Bodily Functions/Parts,0,"[PET_BOUNDARY]arákùnrin[PET_BOUNDARY] ni oun gbadura ki Ọlọrun ba awọn tẹ iya awọn si afẹfẹ rere, o si fi da awọn araalu loju pe awọn ko ni i jẹ ki eti wọn di si bi eto isinku iya ti wọn n pe ni Ẹfanjẹliisi naa yoo ṣe lọ laipẹ.",https://alaroye.org/awon-eeyan-ba-akeredolu-daro-lori-iku-iya-re/,1,sometimes_euph
2043,2043,Alejo,visitor,menstruation,bodily function,0,Ọkan lara awọn [PET_BOUNDARY]Alejo[PET_BOUNDARY] ninu abala mii lori eto 'Níbo láyé kọjú' tẹnu mọ ọ pe ọkunrin ti ko ba le san owo ile iwe ọmọ n ta ibukun rẹ ni.,https://www.bbc.com/yoruba/46762672,1,sometimes_euph
2115,2115,Itura,relief,orgasm,Bodily Functions/Parts,0,Ijọba ipinlẹ Eko ti gbe ẹnu ọna abawọle ile [PET_BOUNDARY]Itura[PET_BOUNDARY] Quilox ti pa laisun ọdun Keresimesi.,https://www.bbc.com/yoruba/articles/c9w2ez2rdr1o,1,sometimes_euph
1341,1341,sunmo,come close,sex,Sexual Activity,0,"[PET_BOUNDARY]sunmo[PET_BOUNDARY] ni l'a fi mo iwa eni""",https://twitter.com/animolenikun/status/1405907026602037258,1,sometimes_euph
1202,1202,ajosepo,mutual dealings,sex,Sexual Activity,0,"Nigbati [PET_BOUNDARY]ajosepo[PET_BOUNDARY] Ijesha pelu Ekiti ko dogba nitori iwa iteloriba ti Ilesha nwu si won, ni won pada si aye won.",http://ijebujesa.org/modules/content/index.php?id=8,1,sometimes_euph
1000,1000,bá sùn,sleep with,sex,Sexual Activity,0,"Ara rẹ maa n sinmi lasiko ti o [PET_BOUNDARY]ba[PET_BOUNDARY] n [PET_BOUNDARY] sùn [PET_BOUNDARY] , ko si pe oun ronu ohunkohun, ọkan rẹ si le ronu oriṣiriṣi nipa ibalopọ.",https://www.bbc.com/yoruba/awon-iroyin-miran-45042521,1,sometimes_euph
633,633,olóògbé,a doser,death,Death,1,"Ọjọ kinni, oṣu Kẹwaa, ọdun 2022 yii ni wọn s [PET_BOUNDARY]olóògbé[PET_BOUNDARY] oloogbe naa nile ijọsin Trinity Life Church, to wa ni Maryland, l’Amẹrika.",https://www.bbc.com/yoruba/articles/cy038j4854zo,1,always_euph
271,271,ilé ọmọ obìnrin,the house of the woman,womb,Bodily Functions/Parts,1,"[PET_BOUNDARY]obinrin[PET_BOUNDARY] to soͅ iriri reͅ fun akoroyin BBC ni oun ma n ya awoͅn [PET_BOUNDARY] eniyan [PET_BOUNDARY] ni [PET_BOUNDARY] ile oͅmoͅ [PET_BOUNDARY] oun, eleyii ti woͅn n pe ni ‘surrogacy.’",https://www.bbc.com/yoruba/articles/cv283kk3j3ro,1,always_euph
2266,2266,Ajosepo,relate with,sex,Sexual Activity,0,Ile Ise Ologun pe fun [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] pelu awon Oba Alaye nidi igbogunti ipenija eto aabo,https://www.youtube.com/watch?v=luUyDd79hno,1,sometimes_euph
2235,2235,Ajosepo,relate with,sex,Sexual Activity,1,"Eda maa n je ki oju ara obinrin run(smell) tori wipe ti okunrin ba ti ba ni [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] o tan ni gbogbo ato okunrin maa wale pade, ko si ni wale tan leekan naa, ato okunrin to ba wa ku lara obinrin yen yi o maa wale die die nigbati obinrin yen ko fi okan si, ohun lo maa n fa ki oju ara obinrin maa run ni opolopo igba",facebook.com,1,sometimes_euph
1593,1593,fewo,a pilfer,a thief,Social,1,"Muhammadu Buhari, tori tipẹtipẹ sẹyin ni Buhari ti sọ pe Abacha ko jiwo Naijiria o, bẹẹ ni ko jale rara, o kan palẹ awọn owo kan mọ kuro nilẹ lọna aitọ ni, bo tilẹ jẹ pe ọrọ ti Buhari sọ nigba naa bi ọpọ eeyan ninu, wọn adape ole lọmọ [PET_BOUNDARY]fewo[PET_BOUNDARY] fẹwọ, adape agbere ni ṣina. Ṣa, niṣe ni ka maa dupẹ lọwọ Abacha, ka si tun maa dupẹ pataki lọwọ awọn orileede to fowo ran, ti wọn si fi jiṣẹ, ka parọwa sawọn orileede yooku ti owo baba wa lọdọ wọn, ki wọn ma jafara lati ba wa ko o, tori a ṣi nilo owo lati gbọ bukaata wa, ka waa bẹ ijọba wa ki wọn dakun nawo ti Dadi wa, abiyamọ tootọ ti ko gbagbe awọn ọmọ ẹ, n taari si wa yii, fun anfaani wa, nile loko.",https://alaroye.org/eja-panla-milionu-meta-aabo-naira-ti-ode-atore-e-ji-so-won-dero-kootu/,1,always_euph
622,622,pa ipò dá,changed position,death,Death,1,"Lọjọ Aiku, Sannde, ọjọ kẹrinlelogun, oṣu Keje, ọdun 2022, lọba nla to jẹ igbakeji alaga igbimọ awọn lọbalọba ipinlẹ Ọyọ dakẹ sileewosan University College Hospital, UCH, n’Ibadan. O to bii oṣu meloo kan ti ojojo ti n ṣogun Ọba Adekunle, lati bii ọsẹ meji ni wọn ti da a duro si UCH, kọlọjọ too de ba a nibẹ lọsan-an ọjọ Aiku. [PET_BOUNDARY]ipapoda[PET_BOUNDARY] ori ade yii lẹlẹẹkeje ọba ti yoo waja nipinlẹ Ọyọ laarin oṣu mẹjọ sasiko yii.",https://alaroye.org/won-ti-sinku-aseyin-ti-ilu-iseyin-to-waja/,1,sometimes_euph
748,748,fi owo okun le le,has dropped the rope,death,Death,1,Are babatunde odigbere agba osugbo [PET_BOUNDARY]fowo ukun lele[PET_BOUNDARY],https://www.facebook.com/search/top?q=agba%20osugbo,1,always_euph
2426,2426,Ere,play,sex,Sexual Activity,0,A kii ri owo lati na lasiko igbara wa amọ awọn olukọ wa maa n da owo laarin ara wọn lati ra awọn ohun eelo to wulo fun wa fun igbaradi [PET_BOUNDARY]Ere[PET_BOUNDARY] idaraya naa.,https://www.bbc.com/yoruba/articles/c040e2371zlo,1,sometimes_euph
666,666,olóògbé,a doser,death,Death,1,"Agbẹnusọ ileeṣẹ ọlọpaa ipinlẹ Oyo, Olawale Osifeso, ninu atẹjade to fi lede ni ede ayede kan lo waye laari [PET_BOUNDARY]olóògbé[PET_BOUNDARY] be ati awọn janduku kan, ti wọn si gba ẹmi rẹ.",https://www.bbc.com/yoruba/articles/cpel14ke5nlo,1,always_euph
