,Unnamed: 0,PET,literal translation,euphemistic meanings,category,label,text,source,contains_boundary_tokens,euph_status
2307,2307,La,lick/suck,sex,Sexual Activity,1,"OKUNRIN TO BA FE PE [PET_BOUNDARY]La[PET_BOUNDARY] AYE GBUDO LE 'GBENU S'OBO, F'ENU SOBO, F'AHON LA OBO, O GBUDO LE MU OYAN DAADA NITORIPE OOGUN AJI D'EWE NI', EYIN TO SOJI SE MO WI RE??",facebook.com,1,sometimes_euph
368,368,abẹ,beneath,vagina,Bodily Functions/Parts,0,Òun ni ó je ‘special assistant to the presidential adviser on petroleum and energy [PET_BOUNDARY]abẹ[PET_BOUNDARY] be Sheu shegari.,http://yo.wikipedia.org/wiki/Hakeem Osagie,1,sometimes_euph
2323,2323,La,lick/suck,sex,Sexual Activity,1,E JOWO O E [PET_BOUNDARY]La[PET_BOUNDARY] MI LOYE NJE O BURU LATI MA LA OBO TABI OKO?,facebook.com,1,sometimes_euph
1659,1659,alafowora,one whose hands makes things disappear (thief),a thief,Social,1,"Ipinlẹ Ọṣun niṣẹlẹ yii ti waye lopin ọsẹ to kọja yii. Agbefọba Gbenga Martins, to ṣalaye bọrọ naa ṣe jẹ ni kootu Majisireeti ipinlẹ Ọṣun ti wọn wọ ọdaran naa lọ sọ pe iwa [PET_BOUNDARY]afọwọra[PET_BOUNDARY] ati ojukokoro ti mọ Victor lara, alabọrun si ti fẹẹ dẹwu fun un, tori eyi kọ ni igba akọkọ tọwọ awọn agbofinro n tẹ ẹ, wọn o si tori nnkan meji mu un ri, ole jija yii naa ni.",https://alaroye.org/oju-ooru-ni-oluwatobi-wa-ti-babalawo-fi-loo-%e1%b9%a3a-a-pa-monu-ile-nikenne/,1,always_euph
998,998,bá sùn,sleep with,sex,Sexual Activity,1,"Iya ọmọ naa ni ọmọdebinrin sọ fun oun pe ọkọ oun ti [PET_BOUNDARY]ba[PET_BOUNDARY] oun [PET_BOUNDARY] sun [PET_BOUNDARY] lati ọjọ kẹrinla oṣu kẹwaa, ti afurasi naa si n dunkoko pe oun yoo ṣekupa to [PET_BOUNDARY] [PET_BOUNDARY] ba [PET_BOUNDARY] sọ fun ẹnikẹni.""Kete ti iroyin de si agọ ileeṣẹ ọlọpaa ni Yewa ni wọn bẹrẹ iwadi ti ọwọ si ti tẹ ọkunrin afurasi naa""Nigba ti a bẹrẹ ifọrọwerọ pẹlu afurasi naa ni o jẹwọ pe otitọ nipe oun ṣe amọ isẹ eṣu ni",https://www.bbc.com/yoruba/articles/cxx0ld23141o,1,sometimes_euph
1066,1066,do,punch or touch,sex,Sexual Activity,1,"A [PET_BOUNDARY]do[PET_BOUNDARY] ni l’aya o f’oju re woni, o sekoko ni o tete pa",Postproverbial Constructions and Selected Sex-Related Yoruba Proverbs/ Proverbial Expressions,1,sometimes_euph
1753,1753,olójú ede,crab eye,insult,Social,1,"Abeke [PET_BOUNDARY]olójú ede[PET_BOUNDARY] Abeke mo dode ere Ara mi ò ya gaga Mo dé àárín ore Inú mi ò dùn dele Mo woye pe kilo se mo Mo rí wipe mi ò rí imi rẹ laatan ni Abeke, mo ti sode titi Mi ò ri ẹran bí Iguala Eran bi ẹran Tó ngbe ẹran egbe rẹ mi",https://www.facebook.com/search/top?q=oloju%20eja,1,always_euph
859,859,wàjà,climb the roof,death,Death,1,"Gẹgẹ b’ALAROYE ṣe gbọ, o to bii ọjọ meloo kan ti ojojo ti n ṣogun Ọba Salawudeen, lọjọ Kẹwaa, oṣu Keji, ọdun 2022 yii, niroyin ti kọkọ gba ilu kan pe ọ [PET_BOUNDARY]wàjà[PET_BOUNDARY] aa ti waja, ṣugbọn ti ọrọ ko pada ri bẹẹ mọ, ko too di pe iku pada ka a mọ ori apere, to si ṣe bẹẹ jẹ ipe awọn baba nla ẹ.",https://alaroye.org/erin-wo-aseyin-ilu-iseyin-waja/,1,always_euph
980,980,bá sùn,sleep with,sex,Sexual Activity,1,"Labe Ofin Mose, ti okunrin kan [PET_BOUNDARY]ba[PET_BOUNDARY] fipa [PET_BOUNDARY] ba [PET_BOUNDARY] odobinrin to ti ni afesona lopo ni “inu oko” ti ... ó sì ṣàgbèrè, torí pé ṣe ló “fi agbára mú un, tó sì [PET_BOUNDARY] bá [PET_BOUNDARY] a [PET_BOUNDARY] sùn [PET_BOUNDARY].",https://www.jw.org/yo,1,sometimes_euph
2470,2470,Ba sun,sleep with,sex,Sexual Activity,1,A [PET_BOUNDARY]ba[PET_BOUNDARY] ara wa [PET_BOUNDARY]sun[PET_BOUNDARY] ni ijo ti mo lo si ile e,Iyanu,1,always_euph
596,596,rin ìrìn àjò,has gone on a journey,death,Death,0,Ó ní àwọn ọgọ́rùn náà ni wọ́n kọ̀ láti tẹ̀lé òfín [PET_BOUNDARY]ìrìn àjò[PET_BOUNDARY]  láti ilẹ̀ òkèrè pàápàá jùlọ láti lo oṣẹ̀ kan lẹ́yin ti wọ́n ṣe àyẹwo Covid -19 ki wọ́n tó rìnrìn àjò.,https://www.bbc.com/yoruba/55513786,1,sometimes_euph
1139,1139,ìbálòpọ̀,relate with,sex,Sexual Activity,1,"Labẹ ofin Iran, iwa [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] ọ laarin akọ si akọ ati abo si abo jẹ ẹṣẹ ọdaran, ti ijiya ti o tẹle si jẹ ijiya iku.",https://www.bbc.com/yoruba/topics/c2dwqw9pvj4t,1,sometimes_euph
639,639,olóògbé,a doser,death,Death,1,Amọ gbogbo iyanju BBC Yoruba lati ri aya atawọn [PET_BOUNDARY]olóògbé[PET_BOUNDARY] naa lo ja si pabo nitori a gbọ pe wọn ti lọ silu Eko.,https://www.bbc.com/yoruba/articles/cqe7mjrjy80o,1,always_euph
217,217,arákùnrin,your brother/a man,penis,Bodily Functions/Parts,1,Kini mo le lo ki [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] mi ba le tobi?,,1,sometimes_euph
2352,2352,Dun,sweet,sex,Sexual Activity,1,"EGBO EYIN OBINRIN FERAN ALUJO TOKI, TOGUN, [PET_BOUNDARY]Dun[PET_BOUNDARY] UN TOTUN RINLE DAADA?.",facebook.com,1,sometimes_euph
1335,1335,sunmo,come close,sex,Sexual Activity,0,Mo ma fo eti e to ba [PET_BOUNDARY]sunmo[PET_BOUNDARY] mi,,1,sometimes_euph
968,968,jáde láyé,left the earth,death,Death,1,"Aṣofin kan ni ipinlẹ Eko, Họnọrebu Sobur Ọlayiwọla Ọlawale ti [PET_BOUNDARY]jáde láyé[PET_BOUNDARY] e. Họnọrebu Ọlawale ti ọpọ mọ si Omititi, n ṣoju fun ẹkun Mushi keji ku ni ilu Jos lọjọ Iṣẹgun. Atẹjade kan ti agbẹnusọ fun ile igbimọ aṣofin ipinlẹ Eko fi sita fi idi iku rẹ mulẹ",https://www.bbc.com/yoruba/articles/czkd4g3m43jo,1,always_euph
2584,2584,Papoda,changed position,death,Death,1,O sọ pe labẹ ofin Naijiria i [PET_BOUNDARY]Papoda[PET_BOUNDARY] Gomina tabi aarẹ a maa ṣi aye silẹ fun ki igbakeji rẹ bọ si ori ipo naa.,https://www.bbc.com/yoruba/,1,always_euph
2436,2436,Ere,play,sex,Sexual Activity,0,"Wọn ni ẹni ti ko ba ni okun ninu, ko le kopa ninu [PET_BOUNDARY]Ere[PET_BOUNDARY] e idaraya naa, ti wọn si gbọdọ ni ọgbọn ori pupọ.",https://www.bbc.com/yoruba/articles/c040e2371zlo,1,sometimes_euph
2567,2567,Papoda,changed position,death,Death,1,"Wọn fi kun ọrọ wọn wi pe ọjọ buruku gbaa ni ọjọ ti wọn padanu mẹji ninu awọn ọmọ ẹgbẹ wọn lai ro tẹlẹ, pẹlu alaye wi pe adanu nla ni [PET_BOUNDARY]Papoda[PET_BOUNDARY] a awọn mejeeji jẹ fun igbimọ bọọlu alafẹsẹgba ati ẹgbẹ awọn akọwe iroyin ere idaraya n'ipinlẹ Ọyọ ati lorilẹede Naijiria.",https://www.bbc.com/yoruba/,1,always_euph
1293,1293,ere,play,sex,Sexual Activity,1,"Gbona 🤗 Ir [PET_BOUNDARY]ere[PET_BOUNDARY] re Wo Ni Okunrin Le Ba Se,Ti O Le Mu Ki Iwo Obinrin Bo Pata Funra E Na?🤷",https://www.facebook.com/search/top?q=sere%20ife,1,sometimes_euph
1292,1292,ere,play,sex,Sexual Activity,1,"Ti Mo Ba Gbenu 👄Si Oyan Kan,Ti Mo Wa Nfi Owo Mi [PET_BOUNDARY]ere[PET_BOUNDARY] e Lori Oyan E Keji,Iwo Obinrin Yi Ki Lo Ma Fi Sere Lara Mi",https://www.facebook.com/search/top?q=sere%20ife,1,sometimes_euph
73,73,nǹkan oṣù,thing of the month,menstruation,Bodily Functions/Parts,1,O ṣeeṣe ki wọn lo oogun naa titi di ọjọ ori to yẹ ki [PET_BOUNDARY][PET_BOUNDARY]nkan oṣu[PET_BOUNDARY][PET_BOUNDARY] dawọ duro (boya bi ọdun mọkanlelaadọta).,bbc,1,always_euph
78,78,nǹkan oṣù,thing of the month,menstruation,Bodily Functions/Parts,1,"Apẹẹrẹ gboogi to ma n jẹyọ ti [PET_BOUNDARY][PET_BOUNDARY]nkan oṣu[PET_BOUNDARY][PET_BOUNDARY] obinrin ba fẹ ẹ dawọ duro laipe ọjọ, ni pe ko nii wa deede mọ tabi ko dawọ duro lai ni idi kankan bi oyun.",bbc,1,always_euph
328,328,abẹ,beneath,vagina,Bodily Functions/Parts,1,"O le han ninu perineum, lori ita [PET_BOUNDARY]abẹ[PET_BOUNDARY] e ti ita. Ifihan ti awọn roro ti wa ni iwaju nipasẹ pupa ati itching. A ọsẹ nigbamii awọn vesicles burst. Ni ipo wọn nibẹ ni awọn abẹrẹ ti o maa n farasin ati ni awọn ọsẹ meji lati ọdọ wọn ko si tun wa kakiri; sisun ati didching, irora ni agbegbe awọn apọn; tingling nigba ti urinating; ilosoke ninu awọn eegun inu-ara ti inguinal; iwọn otutu ti o pọ, irora iṣan, malaise gbogbogbo",https://yo.inditics.com/orile-obinrin-ni-abe-obirin/,1,sometimes_euph
1045,1045,pa,kill,sex,Sexual Activity,1,"Ara mi ti na, tani mo le do [PET_BOUNDARY]pa[PET_BOUNDARY] a?",,1,sometimes_euph
1522,1522,iyá,mother,Elders of the Night,Spirituality,1,"Ìbà [PET_BOUNDARY]iyá[PET_BOUNDARY] àmi Òṣòròǹgà lode Ìpòkiá Ìbà Orí ẹni, Ìbà Ikín ẹni",https://twitter.com/animolenikun/status/1483721625379999744?lang=en,1,sometimes_euph
466,466,iyá ìbèjì,mother of twins,pregnant woman,Physical/Mental Attributes,0,[PET_BOUNDARY]iyá ìbèjì[PET_BOUNDARY] kuro nile fun osu meji lọ sọdọ ọkọ mii to ni ni Ibadan,https://www.bbc.com/yoruba/articles/c88pjj8wgw9o,1,sometimes_euph
1504,1504,àgbà,elder,Elders of the Night,Spirituality,1,OGUN AWOKA GBOGBO OFA EYONU AWON [PET_BOUNDARY]àgbà[PET_BOUNDARY] TODAMI LOJU OKERE SHUGBON ISE NI .,,1,sometimes_euph
1676,1676,tura,get relieved,fart,Bodily Functions/Parts,0,Ṣé àwọn èèyàn ṣì lọ ń [PET_BOUNDARY]tura[PET_BOUNDARY] nílé ìtura yìí di àkókò yìí? Ẹ wo ohun táwọn ọ̀dọ́ Ibarapa ń jà fún.,https://www.facebook.com/bbcnewsyoruba/posts/4944245262298808/,1,sometimes_euph
1312,1312,ere,play,sex,Sexual Activity,0,"Jean-Baptiste Poquelin, to gbajumo bi oruko ori itage re Mol [PET_BOUNDARY]ere[PET_BOUNDARY] e, (; baptised January 15, 1622 – February 17, 1673) je osere ati ako ere ara Fransi to je gbigba bi ikan ninu awon elere alawada ninla julo ninu isemookomooka.",http://yo.wikipedia.org/wiki/Molière,1,sometimes_euph
1793,1793,gun igi re koja ewe,climbed the tree beyond the leaves,a presumptuous fellow,Social,1,ema je ka [PET_BOUNDARY]gungi re koja ewe[PET_BOUNDARY] oo,"BBC News Yoruba - Ọ̀rọ̀ rèé o ‍♀️, ẹ bá wa dá síi. | Facebook",1,always_euph
1135,1135,ìbálòpọ̀,relate with,sex,Sexual Activity,1,"Ni ipari, mo gbagbo wipe isoro ti n koju ebi gbogbo ni orile ede yii ni [PET_BOUNDARY]ìbálòpọ̀[PET_BOUNDARY] o Obinrin sobinrin.",http://yorubadide.blogspot.com.br/,1,sometimes_euph
120,120,kòkòrò,insect,penis,Bodily Functions/Parts,1,"Adua fun awa Okunrin. Ma se wa l'oko to n sin iyawo r'ele àlè nitori atije. F'owo jinki wa Yarabi, ka r'oun mu s'ike aya at'omo. Nibi egbe wa ti n na'wo, ma je a b'awon n'agidi. Ma je ka rin Maili meji ninu yara l'ojo bukata ba de'le lati gbo Ma se wa l'okunrin bantie, To [PET_BOUNDARY]kòkòrò[PET_BOUNDARY] kòkòrò abe nikan l'ani banti. Fi kókóró aye naa si wa l'apo. Owo la fi n s'aye. Buruji ni won fi n ye'ni si l'awujo Ko s'owo, ko s'iyi. Ko s'owo, ko s'aponle.",https://akinvogg.blogspot.com/2017/01/adua-fun-awa-okunrin.html,1,sometimes_euph
865,865,wàjà,climb the roof,death,Death,1,"Olowu ti Owu nipinlẹ Ogun, Oba Olusanya Dosunmu Amororo Keji papoda, ni ọjọ kejila, oṣu Kejila, ọdun 2021, lẹyin aisan ọlọjọ diẹ. Ọdun 2005 ni Oba Dosunmu jẹ ọba, lẹyin ti O [PET_BOUNDARY]wàjà[PET_BOUNDARY] disa Odeleye waja lọdun 2003",https://www.bbc.com/yoruba/afrika-61200219,1,always_euph
257,257,arákùnrin,your brother/a man,penis,Bodily Functions/Parts,0,"Latari rogbodiyan to bẹ silẹ niluu Ikarẹ Akoko, nijọba ibilẹ Ariwa Ila-Oorun Akoko, lalẹ ọjọ Isẹgun, Tusidee, ọjọ kẹta, oṣu Kẹta, ọdun yii, ijọba ipinlẹ Ondo ti kede konile-gbele oni wakati mẹrinlelogun kaakiri ilu ọhun. Ninu atẹjade kan ti Akọwe iroyin gomina, Richard Ọlatunde, fi sita, o ni ipinnu yii waye lẹyi [PET_BOUNDARY]arákùnrin[PET_BOUNDARY] i Arakunrin Rotimi Akeredolu ṣe l’Ọjọbọ, Tọsidee, ọjọ karun-un, oṣu Kin-in-ni, ọdun yii, pẹlu igbimọ to n ri sọrọ eto aabo nipinlẹ Ondo.",https://alaroye.org/latari-rogbodiyan-to-waye-nibi-odun-kanifa-ijoba-pa%e1%b9%a3e-konile-gbele-niluu-ikare-akoko/,1,sometimes_euph
832,832,se alaisi,is no more,death,Death,1,"Ajọ to n mojuto ajakalẹ arun lorilẹede Naijiria, NCDC ti kede pe eeyan mọkandinlogun lo ti di [PET_BOUNDARY]alaisi[PET_BOUNDARY] lori ajakalẹ arun iba Lassa to tun ṣẹṣẹ gbilẹ lawọn ipinlẹ kan lorilẹede Naijiria.",bbc,1,sometimes_euph
608,608,pa ipò dá,changed position,death,Death,1,"Olóyè Olúfẹlá Ọbáfúnmiláyọ̀ tàbí ""Fẹlá"" Ṣówándé MBE tí wọ́n bí ní ọjọ́ọ́ kọkàndínlọ́gbọ̀n osù Karùn-ún ọdún 1905, tí ó sì [PET_BOUNDARY]papò da[PET_BOUNDARY] ní ọjọ́ Kẹtàlá oṣù Kẹta ọdún 1987.",wikipedia,1,sometimes_euph
1873,1873,olorire omo,successful child,insult,Social,0,[PET_BOUNDARY]olórire lomo[PET_BOUNDARY] yen,a pragmatic analysis of selected yoruba euphemisms,1,sometimes_euph
2272,2272,Ajosepo,relate with,sex,Sexual Activity,0,"Ninu iforowero ti gbajumo osere fuji nni, Alaaji Saheed Osupa se pelu ileese telifisan BBC Yoruba lokunrin naa ti tu asiiri idi ti ko se ni [PET_BOUNDARY]Ajosepo[PET_BOUNDARY] o kankan pelu awon omo Oloogbe Dauda Epo Akara, toun naa je gbajugbaja olorin awurebe nigba aye e",https://iroyinojutole-toko.blogspot.com/2019/05/saheed-osupa-tu-asiiri-idi-ti-ko-se-ba.html,1,sometimes_euph
873,873,wàjà,climb the roof,death,Death,1,"Ologere ti Ogere Rẹmọ, nipinlẹ Ogun, Ọba Ọladele Ogunbade, ti darapọ mọ awọn baba nla rẹ. Ba a ṣe gbọ, Ọba alaye [PET_BOUNDARY]wàjà[PET_BOUNDARY] waja loru mọju ọjọ Aje, ọjọ kọkanla, oṣu Kẹrin, ọdun yii, lẹyin aisan ranpẹ. Ẹni ọdun marundinlaaadọrun-un ni Kabiyesi naa.",https://alaroye.org/leyin-odun-mejidinlogoji-lori-ite-oba-ologere-tilu-ogere-waja/,1,always_euph
372,372,abẹ,beneath,vagina,Bodily Functions/Parts,0,"Ambassador Mohammed Sahnoun ti Algeria je executive director kini ti Isakoso ile in 1995 ti o je igbimo agbaye ti nse iwadi lori ayika, idagbasoke ati ofin agbaye wa ti a mba lo.Isakoso ile ni office ni Earth Council ni Costa Ri [PET_BOUNDARY]abẹ[PET_BOUNDARY] ni abe akoso director agba ti Earth Council, Maximo Kalaw ti Philippines.",http://www.earthcharternigeria.org/yoruba/history2.html,1,sometimes_euph
2564,2564,Da gbere fun aye,bid the world good bye,death,Death,1,"Lọdun 1978 lo da ijọ CAC Oke-Imọlẹ silẹ, o si lewaju ṣọọṣi yii niluu Ibadan titi to fi [PET_BOUNDARY]dagbere[PET_BOUNDARY] faye.",https://www.bbc.com/yoruba/,1,always_euph
1602,1602,alonilowogba,those who twists people's hands in getting their things,a thief,Social,1,"""Virtuosi"" Toni Dzhordana. Awọn ti olona-ise agbese kan ti a ti ẹgbẹ kan ti aw [PET_BOUNDARY]alonilowogba[PET_BOUNDARY] gba, ti o ni kọọkan jara expropriate awọn ọlọrọ eyikeyi iye.",https://yo.birmiss.com/ti-o-dara-ju-jara-nipa-buruku-ati-awon-alonilowogba-akojo/,1,always_euph
1980,1980,pa,kill,sex,Sexual Activity,0,"Ninu iwe naa lo ti wa lakọọlẹ pe, olujẹjọ keji naa seesi fa oko ibọn, ibọn naa si yi [PET_BOUNDARY]pa[PET_BOUNDARY] pa eeyan meji nibi idigunjale ọun to mi gbogbo Naijiria titi.",https://www.bbc.com/yoruba/articles/cx8v2y75jpyo,1,sometimes_euph
709,709,sun nínú olúwa,have slept in the lord,death,Death,1,E ma [PET_BOUNDARY]sun nínú olúwa[PET_BOUNDARY] titi a o fi pade lese Jesu.,facebook,1,always_euph
1393,1393,ìṣekúṣe,inappropriate actions,sex,Sexual Activity,1,Ohun Tó Ń Mú Ọkàn Fà Sí [PET_BOUNDARY]ìṣekúṣe[PET_BOUNDARY],https://www.jw.org/yo,1,sometimes_euph
1488,1488,gbele pawo,one who makes money by stayingathome,prostitute,Sexual Activity,0,Mofe [PET_BOUNDARY]gbele pawo[PET_BOUNDARY] kin ma buga bi e ni gbowo lotto,lapo - Lyrics containing the term,1,sometimes_euph
258,258,arákùnrin,your brother/a man,penis,Bodily Functions/Parts,0,"[PET_BOUNDARY]arákùnrin[PET_BOUNDARY] Kan sesede lati ibise re, loba ngbo ariwo ninu yara re ti Iyawo re nlagun kikankikan ninu yara, to di aya re mu bi eni toni ejeruru, bi oko re se nbere lowo re pe kilosele sugbon kolesoro, ibiti oko re ti ngbon kiri ni omo won bi omo odun merin sofun baba re pe uncle Friday wa ninu ninu wardrobe bi arakunrin naa sesi lekun wardrobe ni o baa ogbeni Friday nibe. Bi arakunrin naa se sofun aburo re pe ode ni o, iyawo oun kulo o wa nrin niwowo kiri ni gbogbo ile,o wale bamigbelosi hospital ni🙆😀😁😃🚶🚶🚶🚶🚶",https://www.facebook.com/search/top?q=arakunrin%20oko,1,sometimes_euph
1251,1251,la,lick,sex,Sexual Activity,1,"Eyin obinrin, se dandan ni l [PET_BOUNDARY]la[PET_BOUNDARY] a ni? 😃😃",,1,sometimes_euph
1712,1712,jedi,buttocks eater,Diarrhea,Bodily Functions/Parts,1,Oko ti ko kii le daada Oko ti o ma n tete da towo e sile Oko ti kii le pada lehin 1st round Ato to san Eyin didun Agbara omokinrin Alagan fun okunrin Ako [PET_BOUNDARY]jedi[PET_BOUNDARY] ijedi.....,https://www.facebook.com/search/top?q=agbo%20jedi,1,always_euph
1083,1083,do,punch or touch,sex,Sexual Activity,1,Mélòó ni a máa [PET_BOUNDARY]do[PET_BOUNDARY] l’óbò tí a fi máa máa gbà’dúrà pé kí ilẹ má mọ?,,1,sometimes_euph
503,503,je isu orisa,have eaten the god's yam,be pregnant,Physical/Mental Attributes,1,"O ti loyun o, o ti [PET_BOUNDARY]je isu orisa[PET_BOUNDARY] a",,1,always_euph
915,915,dakẹ́,is quiet,death,Death,0,"Nigbagbogbo o le ni ipa lori ayika rẹ ki o jẹ ki o [PET_BOUNDARY]dakẹ́[PET_BOUNDARY] . Fun apẹẹrẹ, eto TV ti nṣiṣẹ ni abẹlẹ yẹ ki o wa ni pipa. Windows lori awọn opopona le wa ni pipade. Awọn ohun ọsin ni lati yi yara naa pada.",https://raiseyourskillz.com/yo/best-audio-settings-for-valorant/,1,sometimes_euph
1728,1728,afofun gbe mu,has swallowed the lungs,insult,Social,1,"Tani enina todaomon tikobase olorun, towani kosolorun, olorun tomon atiwaye re ohun naa ni omon ati pada re, ode oponu [PET_BOUNDARY]afofun gbemu[PET_BOUNDARY], eniya",https://www.facebook.com/search/top?q=afofun%20gbemu,1,always_euph
178,178,iho,hole,vagina,Bodily Functions/Parts,0,"On li o si gbe ọ̀kọ rẹ̀ soke si ọ̃dunrun enia, o si pa wọn, o si ni orukọ ninu awọn mẹtẹta. 19 Ọlọlajulọ li on iṣe ninu awọn mẹtẹta: o si jẹ olori fun wọn: ṣugbọn on kò to awọn mẹta iṣaju. 20 Benaiah, ọmọ Jehoiada, ọmọ akọni ọkunrin kan ti Kabseeli, ẹniti o pọ̀ ni iṣe agbara, on pa awọn ọmọ Arieli meji ti Moabu; o sọkalẹ pẹlu o s [PET_BOUNDARY]iho[PET_BOUNDARY] a kiniun kan ninu iho lakoko sno. 21 O si pa ara Egipti kan, ọkunrin ti o tó wò: ara Egipti na si ni ọ̀kọ kan li ọwọ́ rẹ̀: ṣugbọn on si sọkalẹ tọ̀ ọ lọ, ton ti ọ̀pá li ọwọ́, o si gba ọ̀kọ na lọwọ ara Egipti na, o si fi ọ̀kọ tirẹ̀ pa a. 22 Nkan wọnyi ni Benaia ọmọ Jehoiada ṣe, o si li orukọ ninu awọn ọkunrin alagbara mẹta nì. 23 Ninu awọn ọgbọ̀n na, on ṣe ọlọlajulọ, ṣugbọn on kò to awọn mẹta ti iṣaju.",http://gospelgo.com/f/yoruba_bible.htm,1,sometimes_euph
1526,1526,iyá,mother,Elders of the Night,Spirituality,0,E ba mi ki [PET_BOUNDARY]iyá[PET_BOUNDARY] Ajara,,1,sometimes_euph
80,80,nǹkan oṣù,thing of the month,menstruation,Bodily Functions/Parts,1,Ọpọ awọn onibalopọ akọsakọ atawọn obinrin to ti kọja asiko [PET_BOUNDARY][PET_BOUNDARY]nkan oṣu[PET_BOUNDARY][PET_BOUNDARY] lo ti wa n sọ pe awọn n ri ẹj lẹyin gbigba abẹrẹ ajẹsara.,bbc,1,always_euph
1924,1924,itura,relief,orgasm,Bodily Functions/Parts,0,"O ni : ""Pẹlu ilana wa lati pe i [PET_BOUNDARY]itura[PET_BOUNDARY] ura igbalode, a n ṣe atunṣe si ile ìtura Premier Hotel lati sọ ọ di ile ìtura òní irawọ marun un.",https://www.bbc.com/yoruba/articles/c13e5x0r4m3o,1,sometimes_euph
1952,1952,Àkàrà tu sépo,bean cake scattered in hot palm oil,the secret has leaked,Social,1,"[PET_BOUNDARY]Àkàrà tu sépo[PET_BOUNDARY] , ni àsírí 'forBiden' àti àwon omo egbé rè bá tú ní Pennsylvania!",facebook.com,1,sometimes_euph
943,943,jẹ́ Ọlọ́run nípè,yield to God's call,death,Death,1,Ọgá àgbà àwọn ọmọgun Nàìjíríà tí [PET_BOUNDARY]jẹ́ Ọlọ́run nípè[PET_BOUNDARY] pè lálẹ́ òní ni Kaduna - BBC News Yorùbá Ilé iṣẹ́ ọmọ ogun òfurufu ló fi ìdí ọ̀rọ̀ náà múlẹ̀ lójú òpó twitter rẹ̀.,bbc,1,always_euph
1434,1434,alaarun opolo,sickness of the head,insanity,Physical/Mental Attributes,1,"Onimo isegun itoju [PET_BOUNDARY]arun opolo[PET_BOUNDARY] , Dokita Yinka Adefolarin salaye wipe isoro atije atimu ti wopo lawujo ati isoro ajakale arun Covid-19 to n ja ranin ranin lagbaye ti so opo eeyan di akurete.",https://orisun.tv/emo-re-o-awon-alarun-opolo-fon-si-ta/,1,always_euph
2450,2450,Arákùnrin,your brother/a man,penis,Bodily Functions/Parts,0,E gbo ohun [PET_BOUNDARY]Arákùnrin[PET_BOUNDARY] so nipa pastor kan.,facebook.com,1,sometimes_euph
538,538,Ojù ara,the eye of the body of a woman,vagina,Bodily Functions/Parts,1,"Nigba to n salaye fun BBC Yoruba lori ọna abayọ isẹ abẹ lati fẹ [PET_BOUNDARY]Ojù ara[PET_BOUNDARY] obinrin, Titoluwa Sam-Oladapo to ti la iriri yii kọja ni isẹ abẹ ko tan isoro toun.",https://www.bbc.com/yoruba/articles/czk1jgm5122o,1,sometimes_euph
2563,2563,Da gbere fun aye,bid the world good bye,death,Death,1,"Gbajumọ ajinhinrere nni, ẹni to tun jẹ oludasilẹ ijọ CAC Oke Agbara, to wa laduugbo Aṣi, ni Bodija, n’Ibadan, Wolii Micheal Ojo Ọlọwẹẹrẹ, tọpọ eeyan tun mọ si Baba Ọlọwẹrẹ, ti [PET_BOUNDARY]dagbere[PET_BOUNDARY] faye.",https://www.bbc.com/yoruba/,1,always_euph
987,987,bá sùn,sleep with,sex,Sexual Activity,1,Olólùfẹ́ méjì lẹ̀pọ̀ lásìkò tí wọ́n n [PET_BOUNDARY]bá[PET_BOUNDARY] ara wọn [PET_BOUNDARY] sùn [PET_BOUNDARY] nínú adágún odò,https://www.bbc.com/yoruba/58469139,1,sometimes_euph
2549,2549,Da gbere fun aye,bid the world good bye,death,Death,1,"Lọwọlọwọ, iroyin ti a gbọ ni wi pe, gomina ana ni ipinlẹ Oyo, to tun ti jẹ sẹnetọ tẹlẹ nile igbimọ aṣofin agba Naijiria, Sẹnetọ Isiaka Abiola Ajimobi ti [PET_BOUNDARY]dagbere[PET_BOUNDARY] f'aye.",https://www.bbc.com/yoruba/,1,always_euph
2525,2525,Jáde láyé,left the earth,death,Death,1,"Iya to bi olorin takasufe to di oloogbe, sọrọ fun igba akọkọ ti ọmọ [PET_BOUNDARY]Jáde láyé[PET_BOUNDARY] e lọjọ Aje.",https://www.bbc.com/yoruba/,1,always_euph
1466,1466,onisekuse,one who does inappropriate things,prostitute,Sexual Activity,1,[PET_BOUNDARY]onisekuse[PET_BOUNDARY] ni obinrin yen,https://usir.salford.ac.uk/id/eprint/63910/1/Yoruba%20Opera%20A%20practice-based%20research%20enquiry%20into%20the%20idea%20of%20vocal%20composition%20in%20a%20non-European%20cultural%20framework%20PhD%20in%20Music%20Composition%20By%20Reverend%20OYEWALE%20Ayoade%20Olusegun.pdf,1,always_euph
1699,1699,ọmọ òrukàn,orphan,polite usage of orphan,Social,1,Olorun ma fi iku to ya pami Je kin fi emi mi to awon omo mi Iya un je [PET_BOUNDARY]ọmọ òrukàn[PET_BOUNDARY],Emere Omo Omi,1,always_euph
665,665,olóògbé,a doser,death,Death,1,[PET_BOUNDARY]olóògbé[PET_BOUNDARY] Taiwo Ogunjobi gbá bọ́ọ̀lù fún Nàìjírìa nígbà ayé rẹ̀,https://www.bbc.com/yoruba/afrika-47198616?fbclid=IwAR0hwKGySaK1Nl20XSTes6CctkV8yicSMErLRSiNzmi0xchY37-N0rmWd1A,1,always_euph
